x,,
273,Urate levels in obese individuals,
274,Urate levels in overweight individuals,
275,Pediatric areal bone mineral density (radius),
276,Pediatric bone mineral content (radius),
277,Pharmacokinetics of antidepressant drugs in severe mental disorder (concentration dose ratio),
278,Intraocular pressure,
279,Epithelial ovarian cancer,
280,Interferon alpha levels in systemic lupus erythematosus,
281,Superior frontal gyrus grey matter volume,
282,Age at smoking initiation in chronic obstructive pulmonary disease,
283,Mammographic density (dense area),
284,Mammographic density (non-dense area),
285,Percent mammographic density,
286,Body mass index (change over time),
287,Underweight status,
288,Overweight status,
289,Reading or mathematical ability,
290,Vogt-Koyanagi-Harada syndrome,
291,Toenail selenium levels,
292,Blood and toenail selenium levels,
293,Cerebrospinal fluid levels of Alzheimer's disease-related proteins,
294,Coronary artery disease,
295,Response to statins (LDL cholesterol change),
296,Maximal oxygen uptake response,
297,Male fertility,
298,Vertical cup-disc ratio,
299,Expressive vocabulary in infants,
300,Diabetic retinopathy in type 2 diabetes,
301,Age-related cataracts (age at onset),
302,Age-related cataracts,
303,Vitamin D levels,
304,Educational attainment,
305,Coffee consumption,
306,Coffee consumption (cups per day),
307,Protein C levels,
308,Alloimmunization response to red blood cell transfusion in sickle cell anemia,
309,Electrocardiographic traits,
310,Smoking cessation in chronic obstructive pulmonary disease,
311,Hypertension,
312,Enteric fever,
313,Episodic memory,
314,Eosinophilic esophagitis,
315,PR interval,
316,Leprosy,
317,Lifetime average cigarettes per day in chronic obstructive pulmonary disease,
318,Current cigarettes per day in chronic obstructive pulmonary disease,
319,Fractional exhaled nitric oxide levels,
320,Prostate-specific antigen levels,
321,Drug-induced Stevens-Johnson syndrome or toxic epidermal necrolysis (SJS/TEN),
322,Iron status biomarkers (ferritin levels),
323,Iron status biomarkers (transferrin saturation),
324,Iron status biomarkers (transferrin levels),
325,Iron status biomarkers (iron levels),
326,Post-traumatic stress disorder,
327,Blood pressure (anthropometric measures interaction),
328,Refractive astigmatism,
329,Inflammatory biomarkers in Kawasaki disease,
330,Uric acid levels,
331,Suicide in bipolar disorder,
332,Pulmonary artery enlargement in chronic obstructive pulmonary disease,
333,Pulmonary artery enlargement and chronic obstructive pulmonary disease,
334,Chronic obstructive pulmonary disease,
335,Idiopathic membranous nephropathy,
336,Sleep duration,
337,Chronic bronchitis in chronic obstructive pulmonary disease,
338,Chronic bronchitis and chronic obstructive pulmonary disease,
339,Seasonality,
340,Kidney function decline traits,
341,Frontotemporal dementia,
342,Cervical artery dissection,
343,Gastritis,
344,Nicotine glucouronidation,
345,Cotinine glucuronidation,
346,Hepatitis,
347,Colorectal cancer (calcium intake interaction),
348,Chronic mucus hypersecretion,
349,Clozapine-induced agranulocytosis,
350,Mammographic density,
351,Acute anterior uveitis (with or without ankylosing spondylitis),
352,Crohn's disease-related phenotypes,
353,Febrile seizures,
354,Febrile seizures (MMR vaccine-related),
355,Febrile seizures (MMR vaccine-unrelated),
356,Circulating phylloquinone levels,
357,Serum VEGFR2 concentration,
358,Birth length,
359,Infant length,
360,Anxiety disorder,
361,Longevity (90 years and older),
362,Very long-chain saturated fatty acid levels (fatty acid 20:0),
363,Very long-chain saturated fatty acid levels (fatty acid 22:0),
364,Very long-chain saturated fatty acid levels (fatty acid 24:0),
365,Vascular brain injury,
366,Hippocampal sclerosis,
367,Cerebral amyloid angiopathy,
368,Warfarin maintenance dose,
369,Emphysema imaging phenotypes,
370,Percentage gas trapping,
371,Dysphagia,
372,Erythrocyte cadmium concentration,
373,Erythrocyte cadmium concentration in never smokers,
374,White matter hyperintensity burden,
375,Aggressiveness in attention deficit hyperactivity disorder,
376,Mitral valve prolapse,
377,Skin sensitivity to sun,
378,Skin colour saturation,
379,LDL peak particle diameter (total fat intake interaction),
380,Stroke,
381,Ischemic stroke,
382,Glomerular filtration rate (creatinine),
383,S-phenylmercapturic acid levels in smokers,
384,Thionamide-induced agranulocytosis in Graves' disease,
385,Neuroticism,
386,Plasma lactate levels,
387,Trichloroethylene-induced hypersensitivity syndrome,
388,Susceptibility to persistent hepatitis B virus infection,
389,Staphylococcus aureus nasal carriage (persistent),
390,Staphylococcus aureus nasal carriage (intermittent),
391,Lobe size,
392,Lobe attachment,
393,Antitragus size,
394,Helix rolling,
395,Folding of antihelix,
396,Ear morphology,
397,Gait variability,
398,Gait rhythm,
399,Tandem gait,
400,Childhood and early adolescence aggressive behavior,
401,Middle childhood and early adolescence aggressive behavior,
402,Early childhood aggressive behavior,
403,Progression free survival in metastatic colorectal cancer (CAPOX-B vs CAPOX-B plus cetuximab),
404,Epilepsy and lamotrigine-induced maculopapular eruptions,
405,Metastasis at diagnosis in osteosarcoma,
406,Skin fluorescence in type 1 diabetes,
407,Systolic blood pressure (cigarette smoking interaction),
408,Urinary albumin-to-creatinine ratio in diabetes,
409,Urinary metabolites,
410,Bipolar disorder and eating disorder,
411,Eating disorder in bipolar disorder,
412,C-reactive protein levels in ischemic stroke,
413,Cardiovascular disease in hypertension (ACE inhibitor interaction),
414,Staphylococcus aureus infection,
415,Response to lithium treatment in bipolar disorder,
416,Stearic acid (18:0) levels,
417,Weight,
418,Glioma,
419,Glioblastoma,
420,Non-glioblastoma glioma,
421,circulating leptin levels,
422,circulating leptin levels adjusted for BMI,
423,Hair morphology,
424,Basal metabolic rate,
425,antipsychotic drug dosage in schizophrenia or schizoaffective disorder,
426,Obstructive sleep apnea,
427,World class endurance athleticism,
428,Obesity,
429,Airway imaging phenotypes,
430,NT-proBNP levels in acute coronary syndrome,
431,Low high density lipoprotein cholesterol levels,
432,Obsessive-compulsive symptoms,
433,Clozapine-induced agranulocytosis/granulocytopenia in treatment-resistant schizophrenia,
434,Methotrexate phramacokinetics (acute lymphoblastic leukemia),
435,Heart rate,
436,Serum lycopene concentrations,
437,Bone mineral density (spine),
438,Incident myocardial infarction,
439,Incident coronary heart disease,
440,Hemoglobin levels,
441,Ischemic stroke (cardioembolic),
442,Ischemic stroke (large artery atherosclerosis),
443,Ischemic stroke (small artery occlusion),
444,Ischemic stroke (undetermined subtype),
445,HIV-1 viral setpoint,
446,Betaine levels in individuals undergoing cardiac evaluation,
447,Response to interferon beta in multiple sclerosis,
448,Attention function in attention deficit hyperactive disorder,
449,Chronotype,
450,Morning vs. evening chronotype,
451,Response to montelukast in asthma (change in FEV1),
452,Suicide attempts in major depressive disorder,
453,Suicide ideation score in major depressive disorder,
454,Suicide,
455,Postprandial triglyceride response to high fat diet meal,
456,Pharmacokinetics of antiepileptic drugs in severe mental disorder (concentration drug ratio),
457,Pharmacokinetics of antipsychotic drugs in severe mental disorder (concentration drug ratio),
458,Cutaneous malignant melanoma,
459,Longitudinal change in brain amyloid plaque burden,
460,Chronic kidney disease,
461,Gastric cancer,
462,Cardia gastric cancer,
463,Glycerophospholipid levels,
464,Amino acid levels,
465,Sphingolipid levels,
466,Acylcarnitine levels,
467,Pharmacokinetics of olanzapine in severe mental disorder (concentration dose ratio),
468,Pancreatic cancer,
469,Longitudinal alcohol consumption,
470,Yu-Zhi constitution type in type 2 diabetes,
471,Polycystic ovary syndrome,
472,"Parkinson's disease (familial, age at onset)",
473,Anthracycline-induced cardiotoxicity in childhood cancer,
474,Kidney stones,
475,Cerebrospinal T-tau levels,
476,Cerebrospinal P-tau181p levels,
477,Cerebrospinal fluid AB1-42 levels,
478,Cerebrospinal fluid p-Tau181p:AB1-42 ratio,
479,Cerebrospinal fluid t-tau:AB1-42 ratio,
480,Cutaneous squamous cell carcinoma,
481,Cerebral amyloid deposition positivity (PET imaging),
482,Bronchial hyperresponsiveness in asthma,
483,Lipoprotein (a) levels,
484,Glomerular filtration rate in chronic kidney disease,
485,Proteinuria in chronic kidney disease,
486,Proteinuria and chronic kidney disease,
487,Diabetic kidney disease,
488,Metabolite levels (lipid measures),
489,Prostate cancer (survival),
490,Plasma omega-3 polyunsaturated fatty acid levels (alphalinolenic acid),
491,Plasma omega-6 polyunsaturated fatty acid levels (dihomo-gamma-linolenic acid),
492,Plasma omega-6 polyunsaturated fatty acid levels (linoleic acid),
493,Delta-5 desaturase activity,
494,Plasma omega-3 polyunsaturated fatty acid levels (docosahexaenoic acid),
495,Plasma omega-3 polyunsaturated fatty acid level (eicosapentaenoic acid),
496,Plasma omega-6 polyunsaturated fatty acid levels (arachidonic acid),
497,Delta-6 desaturase activity,
498,Gastroesophageal reflux disease,
499,Bone mineral density (hip) and age at menarche,
500,Cannabis dependence symptom count,
501,Pediatric autoimmune diseases,
502,Cannabis use,
503,Fibrinogen levels,
504,Colorectal or endometrial cancer,
505,Post bronchodilator FEV1 in COPD,
506,Survival in colorectal cancer (distant metastatic),
507,Post bronchodilator FEV1,
508,Uveal melanoma,
509,Waist-hip ratio,
510,Alcohol dependence or chronic alcoholic pancreatitis or alcohol-related liver cirrhosis,
511,Waist-to-hip ratio adjusted for body mass index,
512,Waist-to-hip ratio adjusted for BMI in inactive individuals,
513,Waist-to-hip ratio adjusted for BMI in active individuals,
514,Relapse in multiple sclerosis,
515,Left  ventricle systolic dysfunction,
516,Left atrial antero-posterior diameter,
517,Left ventricle wall thickness,
518,Body mass index (recreational physical activity interaction),
519,Body mass index (alcohol intake interaction),
520,Waist-to-hip circumference ratio (alcohol intake interaction),
521,Waist-to-hip circumference ratio (dietary energy interaction),
522,Waist-to-hip circumference ratio (recreational physical activity interaction),
523,Body mass index  (smoking years interaction),
524,Waist-to-hip circumference ratio (smoking years interaction),
525,TB-LM or TBLH-BMD (pleiotropy),
526,"Bone mineral density (paediatric, total body less head)",
527,Lean body mass,
528,Waist-to-hip circumference ratio (ever vs never smoking interaction),
529,Body mass index (ever vs never smoking interaction),
530,Body mass index (dietary energy interaction),
531,Laterality in neovascular age-related macular degeneration,
532,Reticulocyte fraction of red cells,
533,Aortic root size,
534,White blood cell count (basophil),
535,Neutrophil percentage of white cells,
536,Basophil percentage of white cells,
537,Immature fraction of reticulocytes,
538,Breast cancer in childhood cancer survivors treated with less than 10 gray radiotherapy,
539,Breast cancer in childhood cancer survivors treated with more than 10 gray radiotherapy,
540,Hen's egg allergy,
541,Initial pursuit acceleration,
542,Pursuit maintenance gain,
543,Obstructive sleep apnea trait (apnea hypopnea index),
544,Obstructive sleep apnea during REM sleep (apnea hypopnea index),
545,Anti-saccade response,
546,Ankylosing spondylitis,
547,Parental lifespan,
548,Problematic alcohol use in trauma-exposed individuals,
549,Antipsychotic drug-induced QTc interval change in schizophrenia,
550,Urinary magnesium-to-creatinine ratio,
551,Small vessel stroke,
552,Uncontrolled blood pressure in combination therapy (beta blocker and thiazide diuretic),
553,Diastolic blood pressure in combination therapy (beta blocker and thiazide diuretic),
554,"Allergic disease (asthma, hay fever or eczema)",
555,Primary vesicoureteric reflux,
556,GLP-1 levels in response to oral glucose tolerance test (fasting),
557,GIP levels in response to oral glucose tolerance test (fasting),
558,Glucagon levels in response to oral glucose tolerance test (fasting),
559,Insulin levels in response to oral glucose tolerance test (fasting),
560,Restless legs syndrome,
561,Breast Cancer in BRCA1 mutation carriers,
562,Breast cancer (estrogen-receptor negative),
563,Male-pattern baldness,
564,Iris color (L* coordinate),
565,Iris color (a* coordinate),
566,Iris color (b* coordinate),
567,Iris heterochromicity,
568,Alloimmunization response to pregnancy (HLA class I),
569,Mood instability,
570,Caudate volume in trauma-exposed individuals,
571,Lateral ventricle volume in trauma-exposed individuals,
572,Cannabis dependence,
573,Serum magnesium levels,
574,Cleft palate,
575,Bipolar disorder lithium response (continuous) or schizophrenia,
576,Bipolar disorder lithium response (categorical) or schizophrenia,
577,Fractures (vertebral),
578,Red cell distribution width,
579,Heart rate variability traits (RMSSD),
580,Response to metformin in type 2 diabetes (HbA1c reduction),
581,Heart rate variability traits (SDNN),
582,High light scatter reticulocyte count,
583,High light scatter reticulocyte percentage of red cells,
584,Subclinical trait of interstitial lung disease (basilar peel-core ratio of high attentuation areas on CT scan),
585,QT interval (ambient particulate matter interaction),
586,Benign prostatic hyperplasia and/or lower urinary tract symptoms,
587,Autism spectrum disorder or schizophrenia,
588,Bone mineral density change response to combined chemotherapy in acute lymphoblastic leukemia,
589,Phenytoin-induced maculopapular exanthema,
590,Nonalcoholic fatty liver disease,
591,Asthma (childhood onset),
592,Overall survival in osteosarcoma,
593,QT interval,
594,Sarcoidosis,
595,N-terminal pro B-type natriuretic peptide levels,
596,B-type natriuretic peptide to N-terminal pro B-type natriuretic peptide ratio,
597,Fasting blood insulin,
598,Homeostasis model assessment of insulin resistance,
599,Homeostasis model assessment of beta-cell function,
600,Fasting blood glucose,
601,Fasting blood insulin (BMI interaction),
602,Fasting blood glucose (BMI interaction),
603,Common carotid intima-media thickness,
604,Common carotid intima-media thickness in HIV negative individuals,
605,Common carotid intima-media thickness in HIV infection,
606,Opioid requirements during laparoscopic-assisted colectomy,
607,Hand grip strength,
608,Dementia with Lewy bodies,
609,High altitude adaptation,
610,IgG N-glycosylation phenotypes (multivariate analysis),
611,IgG sialylation phenotypes (multivariate analysis),
612,IgG digalactosylation phenotypes (multivariate analysis),
613,Alopecia areata,
614,Neuroblastoma (11q deletion),
615,Primary biliary cirrhosis,
616,Knee osteoarthritis,
617,Preterm birth (maternal effect),
618,Gestational age at birth (maternal effect),
619,Caudate activity during reward,
620,Liver fibrosis in pediatric non-alcoholic fatty acid liver disease,
621,Neuroblastoma (MYCN amplification),
622,Dehydroepiandrosterone sulphate levels,
623,Ankle injury,
624,Alcohol consumption,
625,Migraine without aura,
626,Rheumatoid arthritis (ACPA-positive),
627,Alcohol consumption in current drinkers,
628,Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular),
629,Systemic sclerosis,
630,Diffuse cutaneous systemic sclerosis,
631,Limited cutaneous systemic scleroderma,
632,Corrected insulin response,
633,Ratio of the area under the curve for insulin and the area under the curve for glucose,
634,Insulin disposition index,
635,Insulin sensitivity index,
636,Insulin levels,
637,Incremental insulin,
638,Area under the curve of insulin levels,
639,Insulin levels adjusted for BMI,
640,Corrected insulin response adjusted for insulin sensitivity index,
641,Parkinson's disease,
642,Primary sclerosing cholangitis,
643,Heel bone mineral density,
644,Breast cancer in childhood cancer survivors,
645,Insulin levels in response to oral glucose tolerance test (120 minutes),
646,Insulin levels in response to oral glucose tolerance test (30 minutes),
647,GLP-1 levels in response to oral glucose tolerance test (120 minutes),
648,GIP levels in response to oral glucose tolerance test (120 minutes),
649,Glucagon levels in response to oral glucose tolerance test (120 minutes),
650,Progranulin levels,
651,Tacrolimus trough concentration in kidney transplant patients,
652,Matrix metalloproteinase-8 levels,
653,Systolic blood pressure (dietary potassium intake interaction),
654,Nodular sclerosis Hodgkin lymphoma,
655,Inhibitory control,
656,B-type natriuretic peptide levels,
657,Midregional pro atrial natriuretic peptide levels,
658,Delayed reward discounting,
659,Birth weight,
660,Rubella-specific interleukin-6 secretion,
661,Chronic rhinosinusitis with nasal polyps,
662,Type 1 diabetes,
663,Post traumatic stress disorder symptom count in trauma-exposed individuals,
664,Food allergy,
665,Disturbances of the gamma-frequency band of electroencephalography measures in schizophrenia,
666,LDL cholesterol levels,
667,Major depression and alcohol dependence,
668,Alcohol consumption over the past year,
669,Idiopathic pulmonary fibrosis,
670,Chickenpox,
671,Childhood ear infection,
672,Bacterial meningitis,
673,Cold sores,
674,Hepatitis B,
675,Mononucleosis,
676,Mumps,
677,Myringotomy,
678,Plantar warts,
679,Pneumonia,
680,Scarlet fever,
681,Shingles,
682,Strep throat,
683,Tonsillectomy,
684,Yeast infection,
685,Urinary tract infection frequency,
686,N-glycan levels,
687,nicotine metabolite ratio in current smokers,
688,Lipoprotein-associated phospholipase A2 activity change in response to darapladib treatment in cardiovascular disease,
689,Moderate or severe diarrhoea in darapladib-treated cardiovascular disease (time to event),
690,Offspring birth weight,
691,Hair shape,
692,Plasma kynurenine levels in major depressive disorder,
693,Plasma kynurenine to tryptophan ratio in major depressive disorder,
694,Recurrent major depressive disorder,
695,Clinically amyopathic dermatomyositis,
696,Luteinizing hormone levels in polycystic ovary syndrome,
697,Follicule stimulating hormone levels in polycystic ovary syndrome,
698,Atrial fibrillation,
699,Testosterone levels in polycystic ovary syndrome,
700,Forearm bone mineral density,
701,Femoral neck bone mineral density,
702,Lumbar spine bone mineral density,
703,Acute lymphoblastic leukemia (B-cell precursor),
704,B cell acute lymphoblastic leukaemia (normal cytogenetics),
705,B cell acute lymphoblastic leukaemia (hyperdiploid negative),
706,B cell acute lymphoblastic leukaemia (Philadelphia chromosome negative),
707,Acute lymphoblastic leukemia in childhood (B cell precursor),
708,Intrinsic epigenetic age acceleration,
709,Extrinsic epigenetic age acceleration,
710,Sarcoidosis (non-Lofgren's syndrome),
711,Hirschsprung disease,
712,Nonalcoholic steatohepatitis-derived hepatocellular carcinoma,
713,Menopause (age at onset),
714,Branched-chain amino acid levels (Isoleucine),
715,Branched-chain amino acid levels (Valine),
716,Branched-chain amino acid levels (Leucine),
717,Thrombin-activatable fibrinolysis inhibitor levels,
718,Thrombin-activatable fibrinolysis inhibitor activation peptide,
719,Intelligence (MTAG),
720,Apolipoprotein Levels,
721,Bipolar disorder with mood-incongruent psychosis,
722,Serum total protein level,
723,Lung Cancer (DNA repair capacity),
724,Eye color,
725,Stroke (ischemic),
726,Lipoprotein-associated phospholipase A2 activity and mass,
727,IgG levels,
728,"Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)",
729,Non-small cell lung cancer,
730,IgM levels,
731,Lipoprotein-associated phospholipase A2 activity change in response to statin therapy,
732,Cataracts in type 2 diabetes,
733,Lung cancer,
734,Serum tamsulosin hydrochloride concentration,
735,Sagittal craniosynostosis,
736,Pancreatitis,
737,Aspirin exacerbated respiratory disease in asthmatics,
738,Chronic obstructive pulmonary disease-related biomarkers,
739,Opioid sensitivity,
740,Cognitive decline,
741,Spine bone size,
742,Methotrexate clearance (acute lymphoblastic leukemia),
743,Aging (facial),
744,Hepatocellular carcinoma in hepatitis B infection,
745,Non-alcoholic fatty liver disease histology (other),
746,Response to antipsychotic treatment,
